ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
คนอร์ คัพโจ๊ก หมูสาหร่าย,18,15,อาหารสำเร็จรูป,199,8850144213949
คนอร์คัพโจ๊ก35ก,12,10,อาหารสำเร็จรูป,6,8850144213963
คนอร์ คัพโจ๊ก รสหมู 28 กรัม,10,8,อาหารสำเร็จรูป,12,8850144214113
คนอร์ คัพโจ๊ก รสไก่ 28 กรัม,10,8,อาหารสำเร็จรูป,10,8850144214120
คัพโจ๊ก รสไข่ฟู-หมู,12,7,อาหารสำเร็จรูป,10,8850144219712
สามเเม่ครัว ฉู่ฉี่ปลาซาร์ดีน 190กรัม,25,18,อาหารสำเร็จรูป,120,8850153333003
สามเเม่ครัว มัสมั่นปลาซาร์ดีน 190กรัม ,25,18,อาหารสำเร็จรูป,120,8850153888046
นอติลุสทูน่าสเต็กในน้ำมันถั่วเหลือง 170กรัม,45,36,อาหารสำเร็จรูป,3,8850229100010
นอติลุส185ก,40,35,อาหารสำเร็จรูป,50,8850229100027
นอติลุสทูน่าชนิดก้อนในน้ำแร่ 170กรัม,45,41,อาหารสำเร็จรูป,120,8850229100102
นอติลุส185ก,35,29,อาหารสำเร็จรูป,99,8850229101970
นอติลุส125ก,40,35,อาหารสำเร็จรูป,50,8850229102014
นอติลุสทูน่าในน้ำมันรสเผ็ด 165กรัม,45,41,อาหารสำเร็จรูป,1200,8850229103714
ยำยำหมูสับ,55,45,อาหารสำเร็จรูป,20,8850250000150
ยำยำซองรสหมูสับ,7,5.5,อาหารสำเร็จรูป,-8,8850250000730
ยำยำซองรสผัดขี้เมาแห้ง,7,5.5,อาหารสำเร็จรูป,25,8850250000761
ยำยำ รสสุกี้ 55ก.,7,4,อาหารสำเร็จรูป,198,8850250002079
มาม่าซองรสต้มยำกุ้งน้ำข้น,7,5.5,อาหารสำเร็จรูป,25,8850250002864
ยำยำซองรสต้มยำกุ้งแห้ง,7,5.5,อาหารสำเร็จรูป,21,8850250002994
ยำยำจัมโบ้รสเย็นตาโฟ 67 g,6,4,อาหารสำเร็จรูป,120,8850250004486
ยำยำจำโบ้10ซอง,55,45,อาหารสำเร็จรูป,19,8850250004943
ยำยำต้มยำกุ้ง,55,45,อาหารสำเร็จรูป,20,8850250005391
ยำยำรสต้มยำทะเล,6,3,อาหารสำเร็จรูป,5,8850250006329
ยำยำรสหมูสับ,15,12.1,อาหารสำเร็จรูป,29,8850250006756
ยำยำรสต้มยำกุ้ง,15,12.14,อาหารสำเร็จรูป,28,8850250006763
ยำยำรสต้มยำทะเลหม้อไฟ,15,12.1,อาหารสำเร็จรูป,28,8850250006770
ยำยำ คัพ หมูสับ 60ก.,75,63,อาหารสำเร็จรูป,120,8850250006787
ยำยำ คัพ ทะเลหม้อไฟ 60g.,75,63,อาหารสำเร็จรูป,120,8850250006800
ยำยำต้มยำกุ้ง60ก,15,12.1,อาหารสำเร็จรูป,12,8850250007838
ยำยำช้างน้อยมะนาว,5,3,อาหารสำเร็จรูป,0,8850250008149
ยำยำช้างน้อยต้มยำกุ้ง,3,1,อาหารสำเร็จรูป,0,8850250008156
ยำยำรสสุกี้ทะเล,15,12.1,อาหารสำเร็จรูป,17,8850250008279
ยำยำ ก๋วยเตี๋ยวเรือ 55ก.,6,4,อาหารสำเร็จรูป,2000,8850250008491
ยำยำรสต้มยำหมูเด้ง,13,10,อาหารสำเร็จรูป,20,8850250008996
ยำยำ หมึกมะนาว 60ก.,15,11,อาหารสำเร็จรูป,200,8850250009153
ยำยำ ต้มยำกุ้ง 80ก.,10,8,อาหารสำเร็จรูป,192,8850250011613
ยำยำต้มยำกุ้ง,60,50,อาหารสำเร็จรูป,20,8850250011637
ยำยำ ต้มยำกุ้งน้ำข้น 80ก.,12,9.17,อาหารสำเร็จรูป,197,8850250011774
ยำยำ สไบซี่ ล็อบสเตอร์ 75ก.,10,9.17,อาหารสำเร็จรูป,113,8850250011958
ยำยำสูตรเด็ด,60,55,อาหารสำเร็จรูป,20,8850250011972
ยำยำสูตรเด็ด,55,45,อาหารสำเร็จรูป,20,8850250012191
ยำยำ รสต้มยำกุ้งทะเลน้ำข้น 80ก.,10,6,อาหารสำเร็จรูป,117,8850250012238
ยำยำ รสปูผัดพริกไทยดำ 75ก.,10,6,อาหารสำเร็จรูป,119,8850250012405
ยำยำรสผัดฉ่า,0,0,อาหารสำเร็จรูป,0,88502500124058850250
ยำยำรสหมูสับ75ก,12,9.17,อาหารสำเร็จรูป,-2,8850250012931
ยำยำทรงเครื่อง24ซอง,228,220,อาหารสำเร็จรูป,6,8850250012948
ยำยำฉ่าทะเล75ก,12,9.17,อาหารสำเร็จรูป,22,8850250012979
ยำยำฉ่าทะเล24ซอง,228,220,อาหารสำเร็จรูป,6,8850250012986
ยำยำสูตรเด็ด75ก,12,9.2,อาหารสำเร็จรูป,27,8850250014195
ยำยำสูตรเด็ด5ซอง,52,46,อาหารสำเร็จรูป,6,8850250014218
บ้านไผ่ หมูหยองกรอบ 70กรัม,60,54,อาหารสำเร็จรูป,120,8850269020125
แป้งข้าวเหนียว 1กก.,40,35,อาหารสำเร็จรูป,100,8850341200018
น้ำพริกสวรรค์,25,20,อาหารสำเร็จรูป,50,8850384170026
น้ำพริกปลาย่าง,20,15,อาหารสำเร็จรูป,50,8850384170057
วุ้นเส้นสายฝน22กรัม,5,3.5,อาหารสำเร็จรูป,190,8850403200253
วุ้นเส้นสายฝน,13,9.75,อาหารสำเร็จรูป,14,8850403200802
FF บะหมี่ก้อน 900กรัม,55,49,อาหารสำเร็จรูป,12,8850412373702
โรซ่า 155ก.,20,15,อาหารสำเร็จรูป,176,8850511121181
โรซ่า ผักกาดดองเค็ม 111กรัม,19,13,อาหารสำเร็จรูป,0,8850511621056
โรซ่า ผักกาดดองเผ็ดหวาน 145ก.,17,12,อาหารสำเร็จรูป,4,8850511621599
โรซ่า ยำผักกาดดอง 145ก.,17,12,อาหารสำเร็จรูป,4,8850511621667
เอ.ดี. เงาะในน้ำเชื่อม 565กรัม,45,38,อาหารสำเร็จรูป,120,8850525112052
น้ำปลาตราปลาหมึก280มล.,18,15,อาหารสำเร็จรูป,15,8850620003019
เลย์ ร็อค รสมันฝรั่งเเท้ 13ก.,5,4,อาหารสำเร็จรูป,111,8850718801060
เลย์ ร๊อค กุ้งเผา+น้ำจิ้มซีฟู้ด 13ก,5,4,อาหารสำเร็จรูป,100,8850718810475
เต้าหู้ไข่ ตรานางพยาบาล,10,8,อาหารสำเร็จรูป,120,8850721013115
มาม่าซองรสหมูสับ,7,5,อาหารสำเร็จรูป,-77,8850987101014
มาม่าซองรสต้มยำกุ้ง,7,4,อาหารสำเร็จรูป,-32,8850987101021
มาม่าซองรสเย็นตาโฟ,7,4,อาหารสำเร็จรูป,18,8850987101175
มาม่าซองรสเป็ดพะโล้,7,5,อาหารสำเร็จรูป,11,8850987101182
มาม่ารสหมูส้บ,185,174,อาหารสำเร็จรูป,5,8850987101274
มาม่าต้มยำกุ้ง55ก,185,163,อาหารสำเร็จรูป,19,8850987101298
มาม่ารสเป็ดพะโล้,185,163,อาหารสำเร็จรูป,5,8850987101397
มาม่าคัพรสหมูสับ,15,10,อาหารสำเร็จรูป,17,8850987101472
มาม่าคับต้มยำกุ้ง60ก,15,10.8,อาหารสำเร็จรูป,11,8850987101489
มาม่าคัพ รสเป็ดพะโล้,15,11,อาหารสำเร็จรูป,120,8850987101496
มาม่าซองรสผัดขี้เมาแห้ง,7,4,อาหารสำเร็จรูป,15,8850987101571
มาม่าซองรสเจต้มยำ,6,4,อาหารสำเร็จรูป,22,8850987101892
มาม่าคัพรสหมูสับเล็ก,10,8,อาหารสำเร็จรูป,20,8850987123825
มาม่าคับหมูสับ,55,47,อาหารสำเร็จรูป,20,8850987123849
มาม่าคัพรสต้มยำกุ้งเล็ก,10,8,อาหารสำเร็จรูป,18,8850987123863
มาม่าคับ,55,47,อาหารสำเร็จรูป,20,8850987123887
มาม่าหมูน้ำตก,7,5,อาหารสำเร็จรูป,55,8850987128004
มาม่าหมูน้ำตก,185,163,อาหารสำเร็จรูป,5,8850987128011
มาม่าคัพรสหมูน้ำตก,15,10,อาหารสำเร็จรูป,21,8850987128073
มาม่าซองรสน้ำข้น,7,4,อาหารสำเร็จรูป,0,8850987128301
มาม่ากุ้งน้ำข้น55ก,185,174,อาหารสำเร็จรูป,10,8850987128325
มาม่าคัพต้มยำกุ้งน้ำข้น,15,12,อาหารสำเร็จรูป,6,8850987128400
มาม่า ต้มยำกุ้ง 90ก.,10,8,อาหารสำเร็จรูป,191,8850987128585
มาม่า รสหมูสับ 90ก.,10,8,อาหารสำเร็จรูป,181,8850987128622
มาม่าOKรสโคเรียนสไปซ์85ก.,15,12,อาหารสำเร็จรูป,100,8850987131103
มาม่า รสโคเรียนสไปซ์ 85กรัม เเพค4,55,44,อาหารสำเร็จรูป,120,8850987131110
มาม่า OK รสฮอตเเอนต์สไปซี 85g.,15,12,อาหารสำเร็จรูป,120,8850987131141
มาม่าokแพค4,55,48,อาหารสำเร็จรูป,20,8850987131158
มาม่า รสฮอตแอนด์สไปซี่ 85กรัม แพค 4,55,44,อาหารสำเร็จรูป,122,8850987131158_x000D_
รุสกี รสซุปเนื้อ 60ก,6,3,อาหารสำเร็จรูป,10,8850987140013
มาม่ารสต้มแซ่บ,6,3,อาหารสำเร็จรูป,4,8850987141201
มาม่าคัพรสต้มแซ่บ,13,10,อาหารสำเร็จรูป,22,8850987141324
มาม่า ต้มยำกุ้งน้ำข้น 90ก. ,10,0,อาหารสำเร็จรูป,1990,8850987142321
มาม่าน้ำข้น,55,45,อาหารสำเร็จรูป,18,8850987142444
มาม่า เย็นตาโฟต้มยำหม้อไฟ,7,6,อาหารสำเร็จรูป,87,8850987142611
มาม่าคัพรสต้มยำหม้อไฟ,13,10,อาหารสำเร็จรูป,21,8850987142710
มาม่าคัพรสต้มยำกุ้งเล็ก,10,8,อาหารสำเร็จรูป,21,8850987142772
มาม่าคับกุ้งน้ำข้น,55,47,อาหารสำเร็จรูป,20,8850987142796
มาม่าซองรสหมูสับต้มยำน้ำข้น,7,4,อาหารสำเร็จรูป,9,8850987143618
มาม้าหมูสับน้ำข้น,55,45,อาหารสำเร็จรูป,20,8850987143625
มาม่าหมูส้บน้ำข้น,185,163,อาหารสำเร็จรูป,5,8850987143632
มาม่าคัพรสหมูสับต้มยำน้ำข้น,13,10,อาหารสำเร็จรูป,21,8850987143731
มาม่าซองรสแกงเขียวหวาน,7,5,อาหารสำเร็จรูป,14,8850987144370
มาม่าเขียวหวานไก่,185,163,อาหารสำเร็จรูป,5,8850987144394
มาม่าคัพรสแกงเขียวหวาน,15,10,อาหารสำเร็จรูป,21,8850987144417
มาม่าคัพ เอ็กซ์ตรีม รสต้มยำกุ้ง 60ก.,15,11,อาหารสำเร็จรูป,120,8850987145070
มาม่ารสกระเพาแห้ง,13,10,อาหารสำเร็จรูป,21,8850987148064
มาม่าซองรสกระเพาแซ่บแห้ง,6,4,อาหารสำเร็จรูป,14,8850987148118
มาม่า ฮอตโตเรียน 85ก.,15,12,อาหารสำเร็จรูป,195,8850987148200
มาม่าokแพ็ค4,55,48,อาหารสำเร็จรูป,19,8850987148248
มาม่า ok กุ้งผัดซอสต้มยำ 85ก.,15,11,อาหารสำเร็จรูป,198,8850987148255
มาม่า ok ผัดไข่เค้ม 85ก.,15,12,อาหารสำเร็จรูป,195,8850987148651
มาม่า รสผัดไข่เค็ม 85กรัม แพค 4,55,48,อาหารสำเร็จรูป,20,8850987148699
มาม่า รสผัดไข่เค็ม,20,17,อาหารสำเร็จรูป,198,8850987148767
มาม่า รสผัดไข่เค็ม 80กรัม แพค 3ถ้วย,58,51,อาหารสำเร็จรูป,120,8850987148774
มาม่า OK ฮอตโคเรียน,20,18,อาหารสำเร็จรูป,195,8850987148798
มาม่า OK คัพ ฮอดโคฯ,60,52,อาหารสำเร็จรูป,120,8850987148804
มาม่า OK หมูบะช่อทรงเครื่อง 85ก.,15,9,อาหารสำเร็จรูป,120,8850987149870
มาม่าOKคาโบน่า85ก,15,12,อาหารสำเร็จรูป,18,8850987150098
มาม่า OK คาโบนาร่าเบคอน 85ก.x 4ซอง,55,45,อาหารสำเร็จรูป,118,8850987150104
มาม่าok ทรัฟเฟิล85ก,15,12.2,อาหารสำเร็จรูป,12,8850987151231
มาม่าok  หมาล่า85ก,15,12,อาหารสำเร็จรูป,12,8850987151279
มาม่าซองรสเส้นหมี่น้ำใส,7,4,อาหารสำเร็จรูป,0,8850987201295
มาม่าเส้นหมีน้ำใส,185,163,อาหารสำเร็จรูป,5,8850987201448
มาม้าหมี่น้ำใส,55,45,อาหารสำเร็จรูป,20,8850987201479
น้ำปลารวมรส300มล.,13,9.25,อาหารสำเร็จรูป,12,8851008000743
น้ำปลาหอยหลอด,6,4,อาหารสำเร็จรูป,22,8851039000040
ไก่ฟาร์ม ไส้กรอกคอกเทลคลาสสิค 1กก.,60,54,อาหารสำเร็จรูป,119,8851055831567
ไก่ฟาร์ม ไส้กรอกจัมโบ้ 3 1055 กรัม,55,47,อาหารสำเร็จรูป,119,8851055837972
ฟาร์มสุข ลูกชิ้นก๋วยเตี๋ยวเรือ 500ก.,40,34,อาหารสำเร็จรูป,120,8851055838023
ฟาร์มสุข ลูกชิ้นเอ็นไก่ 500ก.,40,35,อาหารสำเร็จรูป,120,8851055838085
เส้นก๊วยจั๊บเวียดนาม 150ก.,27,25,อาหารสำเร็จรูป,14,8851212011207
มาม่า คัพ เส้นหมี่น้ำใส 50ก.,15,11,อาหารสำเร็จรูป,120,8851876000043
มาม่าวุ้นเส้น180ก,13,10,อาหารสำเร็จรูป,100,8851876000340
มาม่าคัพเส้นเล็กต้มยำ,13,10,อาหารสำเร็จรูป,20,8851876001514
มาม่า เล้งเเซบ 70ก.,18,17,อาหารสำเร็จรูป,200,8851876001576
มาม่าคัพ ผัดหอยลาย 55ก.,18,15,อาหารสำเร็จรูป,120,8851876001699
มาม่า ก๋วยเตี๋ยวเรือ 87ก.,25,21,อาหารสำเร็จรูป,8,8851876001897
มาม่า เย็นตาโฟ 85ก.,25,21,อาหารสำเร็จรูป,8,8851876002030
มาม่าวุ้นเส้นต้มยำกุ้ง,6,3,อาหารสำเร็จรูป,10,8851876003006
มาม่าวุ้นเส้น,12,10,อาหารสำเร็จรูป,-5,8851876003013
ม่ามา วุ้นเส้นน้ำใส่ 40ก.,12,8,อาหารสำเร็จรูป,196,8851876003112
มาม่า ข้าวต้ม รสกุ้งกระเทียม 35ก.,18,14,อาหารสำเร็จรูป,120,8851876005192
มาม่าข้าวต้ม35ก,15,10,อาหารสำเร็จรูป,6,8851876005208
มาม่า ข้าวต้ม รสเล้งเเซ่บ 35ก.,18,13,อาหารสำเร็จรูป,120,8851876005215
ซีเล็ค165ก,48,43,อาหารสำเร็จรูป,100,8852021210010
ทาโร เส้นปลา รสต้มยำกุ้งน้ำข้น 47ก.,35,28,อาหารสำเร็จรูป,1201,8852044728639
ทาโร เส้นปลา รสเย็นตาโฟหม้อไฟ 80ก.,35,28,อาหารสำเร็จรูป,120,8852044778740
เจ้าสัว ผัดหมี่โคราช ต้นตำหรับ 200ก..,35,29,อาหารสำเร็จรูป,4,8852240900020
เจ้าสัว ผัดหมี่โคราช รสเเซ่บ 200ก.,35,29,อาหารสำเร็จรูป,4,8852240900037
รสกี รสต้มยำน้ำข้น,6,4,อาหารสำเร็จรูป,22,8852523208591
นิสชิน ต้มยำกุ่งเเซ่บ 60ก.,10,7,อาหารสำเร็จรูป,200,8852528002873
นิชชินรสหมูสับ,6,4,อาหารสำเร็จรูป,20,8852528002903
นิสชินรสหมูมะนาว,6,3,อาหารสำเร็จรูป,10,8852528002934
นิสชิน ทงคตสึราเมน,10,7,อาหารสำเร็จรูป,200,8852528003481
นิสชิน ซุปเกาหลี 70ก.,20,17,อาหารสำเร็จรูป,200,8852528003832
นิสชิน คัพ สไปรซีทงคตสึ 70ก.,20,18,อาหารสำเร็จรูป,200,8852528003856
นิสชิน ไก่เผ็ดเกาหลีซีส,10,7,อาหารสำเร็จรูป,200,8852528003870
นิสชิน คัพ  ต้มยำครบเครื่อง 70ก.,20,18,อาหารสำเร็จรูป,200,8852528004037
คัพนูดเดิลรสหมูมะนาว,20,18,อาหารสำเร็จรูป,0,8852528004099
นิสชิน ไก่เผ็ดเกาหลี,20,17,อาหารสำเร็จรูป,200,8852528004211
นิสชิน ไก่เผ็ดไข่เค็ม,10,6,อาหารสำเร็จรูป,200,8852528004242
คัพนูดเดิลรสหม่าล่า,20,0,อาหารสำเร็จรูป,0,8852528004853
วุ้นเส้นเกษตร,13,10,อาหารสำเร็จรูป,100,8852959005764
นกขั้วโลก กระเทียมเจียว 100ก.,10,7,อาหารสำเร็จรูป,10,8853544001109
น้ำจิ้มลูกชิ้นม้าบิน900ก,35,25,อาหารสำเร็จรูป,5,8853704000416
เกาลูน วุ้นเส้น 500กรัม,20,17,อาหารสำเร็จรูป,119,8853843000216
หมูอนามัย เเหนม 250ก.,50,39,อาหารสำเร็จรูป,116,8853988000768
ฟ้าไทย ซุปน้ำรสไก่ 25มล.,5,3,อาหารสำเร็จรูป,12,8854334004744
ยันฮี ไวต้า-วิตซี ลื่นจี่,15,8,อาหารสำเร็จรูป,120,8854609009894
กุนเชียง 5 ดาว 475กรัม,60,55,อาหารสำเร็จรูป,120,8855010000074
จั๊บจั๊บ ก๋วยเตี๋ยวเรือ เส้นหมี่ 110กรัม,35,28,อาหารสำเร็จรูป,120,8857124179356
แม่อีพิม หม่าล่าหม้อไฟ240ก,65,56,อาหารสำเร็จรูป,10,8857127323824
แม่อีพิม ก๋วยจับญวน68ก,65,56,อาหารสำเร็จรูป,4,8857127323848
ย้งยี้ ก๋วยเตี๋ยวเรือ 140 g.,35,29,อาหารสำเร็จรูป,4,8857128648292
ย้งยี้ ก๋วยเตี๋ยวเรือ เส้นหมี่ 140 g.,35,29,อาหารสำเร็จรูป,4,8857128648308
ถ้อยถวิล ผัดไทย 200กรัม,35,29,อาหารสำเร็จรูป,3,8857128648353
ถ้อยถวิล ผัดหมี่โคราช 200 กรัม,35,29,อาหารสำเร็จรูป,3,8857128648452
จิยา เส้นก๋วยจั๊บเวียดนาม  ,20,16,อาหารสำเร็จรูป,118,8857200203531
บิ๊กโบว์ล,15,10,อาหารสำเร็จรูป,20,8858463002794
คาร์เนชัน นมข้นหวาน น้ำตาล0% 180กรัม,25,19,อาหารสำเร็จรูป,120,8858705609682
โจ๊กโอ้โหรสหมู,18,16,อาหารสำเร็จรูป,20,8858975400019
โจ๊กโอ้โหรสสาหร่าย,15,10,อาหารสำเร็จรูป,20,8858975400033
โจ๊กโอ้โห้ รสหมู,12,9,อาหารสำเร็จรูป,10,8858975400040
โจ๊กโฮ้โห้ รสไสไก่,12,10,อาหารสำเร็จรูป,10,8858975400057
โจ๊กโอโห้รสสาหร่าย,10,7,อาหารสำเร็จรูป,10,8858975400064
เต้าฮวยนมสด 150มล.,10,0,อาหารสำเร็จรูป,48,8859161400011
MY สาหร่ายปรุงรส 15 กรัม,15,9,อาหารสำเร็จรูป,12,8859344902196
Eniko เห็ดเข็มทอง,20,18,อาหารสำเร็จรูป,120,8859544300020
ถ้วยร้อน รสชาบูน้ำดำ 75กรัม,35,28,อาหารสำเร็จรูป,10,8859584700217
ถ้วยร้อน รสกิมจิ 66กรัม,35,28,อาหารสำเร็จรูป,120,8859584710117
ถ้วยร้อน รสหม่าล่า 60กรัม,35,28,อาหารสำเร็จรูป,1200,8859584710209
เงาะกระป๋อง,55,44,อาหารสำเร็จรูป,6,8859672000809
หมี่โกเรง ฟรายด์นู้ดเดิ้ล85ก.,10,8.8,อาหารสำเร็จรูป,10,8994963003876
หมี่โกเรงรสไก่สูตรเผ็ด,10,8.8,อาหารสำเร็จรูป,10,8994963003913
