ชื่อสินค้า,ราคาขาย,ต้นทุน,หมวดหมู่,สต๊อก,บาร์โค้ด
เบอร์ดี้เอสเปสโซ60ซอง,185,170,กาแฟ,50,8850250008248
เบอร์ดี้27ชอง,95,83,กาแฟ,5,8850250012894
ฟิตเน่ ออริจินอล 9.4ก.,23,18,กาแฟ,6,8850369010071
ฟิตเน่ เก็กฮวย 9.4ก.,27,21,กาแฟ,4,8850369012075
ฟิตเน่ ชาเขียว 9.4ก.,27,20,กาแฟ,5,8850369014017
ฟิตเน่แบลคเคอร์แรนท์,27,20,กาแฟ,20,8850369015052
ฟิตเน่ลิ้นจี้,27,20,กาแฟ,20,8850369016059
คอฟฟี่เพรียว,5,4,กาแฟ,44,8850389300084
เพียว ออริจินัล มีโครเมียม 24ซอง,99,78,กาแฟ,120,8850389300091
เพียว,5,3,กาแฟ,10,8850389300183
เพียว คลอโรฟิลล์ ไม่มีน้ำตาล 24ซอง,99,78,กาแฟ,120,8850389300190
ชาชักเพรียว,7,4,กาแฟ,84,8850389300480
บิวติสริน เพิ่มคอลลาเจน 24ซอง,99,78,กาแฟ,120,8850390042232
บิวติสริน มะรุม 20ซอง,99,78,กาแฟ,120,8850390042317
บิวติสริน ซิงค์ มก. 24ซอง,99,78,กาแฟ,120,8850390042355
บิวติสริน ผสมโสม 24ซอง,99,81,กาแฟ,120,8850390042560
ยูโร่ครีมคาปูชิโน่ 17กรัม,5,4,กาแฟ,120,8850426000748
ใบชาตราสามม้าเบอร์3,20,10,กาแฟ,16,8850804000018
ใบชาตราสามม้า,25,19,กาแฟ,18,8850804000032
คาร์เนชัน ครีมเทียมข้นหวาน 388ก.,30,25,กาแฟ,40,8851012011315
มอคโคน่า โกลด์ 20ซอง,95,87,กาแฟ,100,8851753098118
มอคโคนา100ซอง,325,318,กาแฟ,5,8851753098613
ม็อคโคน่า เอสเปรสโซ่ 3อิน1 15.8กรัม,5,4,กาแฟ,40,8851753098736
มอคโคน่าทรีโอเอส,120,93,กาแฟ,13,8851753098798
มอคโคน่า คลาสสิค 27ซอง,105,87,กาแฟ,119,8851753098835
ม็อคโคน่าแดง18กรัม,4,3,กาแฟ,19,8851753099009
มอคโคน่า ทรีโอ ริช เเอนด์ สมูท 27ซอง,120,96,กาแฟ,121,8851753099054
เขาช่อง50กรัม,35,30,กาแฟ,20,8852099010116
เขาช่อง50กรัม,35,30,กาแฟ,20,8852099020115
ดีมอลล์ 33 กรัม,6,5,กาแฟ,19,8853002303066
ดีมอลต์ 3in1 20ซอง,115,90,กาแฟ,4,8853002303097
อาราบัสเขียว18กรัม,4,3,กาแฟ,34,8853002305671
อาราบัสแดง18กรัม,3,2,กาแฟ,39,8853002305688
อาราบัส สปีด เอสเปรสโซ 16X30 ซอง ,95,89,กาแฟ,4,8853002305695
อาราบัส สปีด ออริจินอล 16X30กรัม,95,90,กาแฟ,3,8853002305701
อาราบัส BK คั่วเข้ม 2 กรัม,4,1.83,กาแฟ,26,8853002318459
ดรีมมี่ เซฟ ปรุงเเต่งรส 1000g,75,67,กาแฟ,1,8854729550344
Blend285 1litre,385,366,กาแฟ,0,8855155000724
คาราบาว19กรัม,4,3,กาแฟ,29,8855790000448
คาราบาว ริช อโรมา 27ซอง,90,83,กาแฟ,30,8855790000455
คาราบาวเขียว18กรัม,4,3,กาแฟ,27,8855790000486
โอวันติน18กรัม,5,3,กาแฟ,10,88557900004867612100
คาราบาว เอสเปรสโซ 27ซอง,90,83,กาแฟ,120,8855790000493
ดีแน่ดีท็อกซ์,14,11.2,กาแฟ,20,8856902000974
วิภาดา ขิงผง 270ก.,45,39,กาแฟ,12,8857100030183
มิลาโนเอสเพรสโซ่ ตราดีเซเว่น 180มล.,15,12,กาแฟ,0,8858313008686
ทีพอท ครีมเทียมข้นหวาน 380ก.,28,23.75,กาแฟ,46,8858705601167
ทีพอท เอ็กซ์ตร้า ครีมเทียม 385ก.,27,21.75,กาแฟ,52,8858705601679
คาเนชั่น140มล.,17,14,กาแฟ,51,8858705605592
ทีพอทนมข้นแบบหลอดบีบ,25,20,กาแฟ,48,8858705605738
คาเนชั่นหลอดบีบ,25,20,กาแฟ,44,8858705607398
ทีพอทรสช็อคโกแลต,25,20,กาแฟ,48,8858705607541
Teapot นมข้นสตรอเบอร์รี่ 150 กรัม,28,22,กาแฟ,6,8858705611326
Teapot นมข้นหวาน 25% 170กรัม,28,22,กาแฟ,6,8858705612682
เนเจอร์กิฟคอฟฟี่,110,10,กาแฟ,48,8858755200273
เบอร์น่าส้ม,110,100,กาแฟ,48,8858755200570
เบอร์น่าเลม่อน,110,100,กาแฟ,48,8858755200587
เพียวกาแฟ14ก,5,4,กาแฟ,100,8859032600069
คอฟฟี่มิก20ก50p,160,137,กาแฟ,50,8888240051882
โกปิโก้ เอสเพรสโซ&นม 20ซอง,80,69,กาแฟ,120,8998666002280
อินโดคาเฟ่ 3อิน1 30ซอง,85,68,กาแฟ,120,9311931081022
แอนลีน รสจืด,60,50,กาแฟ,10,9415007024095
